Metric,Value,Timestamp
temperature,11,2022-06-03T16:26:14.000Z
precipitation,67,2022-06-09T16:42:25.000Z
temperature,56,2022-06-07T21:46:00.000Z
temperature,49,2022-06-02T14:39:15.000Z
precipitation,88,2022-06-03T12:37:53.000Z
precipitation,59,2022-06-07T06:31:18.000Z
precipitation,7,2022-06-07T14:09:55.000Z
precipitation,27,2022-06-05T22:19:52.000Z
precipitation,78,2022-06-05T20:42:42.000Z
precipitation,94,2022-06-06T01:25:58.000Z
precipitation,68,2022-06-04T01:11:22.000Z
precipitation,91,2022-06-01T22:04:51.000Z
precipitation,43,2022-06-03T15:42:27.000Z
precipitation,86,2022-06-09T02:50:31.000Z
temperature,81,2022-06-01T12:05:13.000Z
temperature,93,2022-06-06T00:40:27.000Z
precipitation,8,2022-06-04T10:34:20.000Z
temperature,74,2022-06-09T07:59:29.000Z
precipitation,3,2022-06-06T13:03:01.000Z
temperature,57,2022-06-09T19:30:36.000Z
temperature,7,2022-06-02T21:35:46.000Z
precipitation,68,2022-06-06T16:29:05.000Z
precipitation,78,2022-06-04T15:49:01.000Z
precipitation,25,2022-06-03T07:30:28.000Z
temperature,33,2022-06-03T17:54:03.000Z
precipitation,47,2022-06-09T10:24:04.000Z
temperature,90,2022-06-02T00:32:08.000Z
precipitation,73,2022-06-07T08:28:33.000Z
temperature,36,2022-06-04T06:35:00.000Z
temperature,73,2022-06-03T06:18:31.000Z
temperature,59,2022-06-01T00:12:20.000Z
temperature,98,2022-06-03T15:33:04.000Z
precipitation,49,2022-06-01T11:42:11.000Z
temperature,28,2022-06-07T05:29:38.000Z
precipitation,98,2022-06-07T00:01:21.000Z
temperature,84,2022-06-07T14:53:14.000Z
precipitation,26,2022-06-08T01:49:43.000Z
precipitation,87,2022-06-06T02:51:57.000Z
precipitation,70,2022-06-04T17:10:40.000Z
precipitation,55,2022-06-07T04:53:35.000Z
precipitation,66,2022-06-02T05:34:25.000Z
temperature,5,2022-06-03T14:57:38.000Z
precipitation,95,2022-06-08T15:03:00.000Z
precipitation,22,2022-06-07T08:26:21.000Z
temperature,27,2022-06-01T23:56:39.000Z
precipitation,49,2022-06-05T17:45:14.000Z
temperature,75,2022-06-09T08:39:23.000Z
precipitation,60,2022-06-07T21:17:06.000Z
precipitation,82,2022-06-05T15:34:52.000Z
temperature,41,2022-06-07T01:14:35.000Z
precipitation,7,2022-06-07T07:39:44.000Z
precipitation,91,2022-06-02T07:50:29.000Z
temperature,63,2022-06-01T17:05:26.000Z
precipitation,53,2022-06-09T00:51:34.000Z
temperature,48,2022-06-01T09:27:36.000Z
temperature,66,2022-06-08T14:12:12.000Z
temperature,56,2022-06-01T14:25:09.000Z
precipitation,39,2022-06-09T11:24:38.000Z
precipitation,34,2022-06-05T09:21:36.000Z
precipitation,46,2022-06-02T04:12:47.000Z
temperature,15,2022-06-06T16:26:44.000Z
precipitation,81,2022-06-06T00:52:28.000Z
precipitation,19,2022-06-02T06:14:16.000Z
temperature,22,2022-06-06T04:05:06.000Z
precipitation,39,2022-06-01T23:07:19.000Z
precipitation,80,2022-06-06T21:45:52.000Z
precipitation,97,2022-06-03T16:43:34.000Z
temperature,12,2022-06-06T11:28:56.000Z
temperature,7,2022-06-05T13:40:40.000Z
temperature,96,2022-06-07T12:08:26.000Z
precipitation,90,2022-06-07T23:55:13.000Z
precipitation,100,2022-06-01T11:03:24.000Z
precipitation,94,2022-06-02T18:27:35.000Z
temperature,37,2022-06-07T17:25:42.000Z
precipitation,85,2022-06-04T23:37:20.000Z
temperature,16,2022-06-01T13:04:17.000Z
precipitation,92,2022-06-06T21:38:28.000Z
temperature,13,2022-06-05T04:12:45.000Z
temperature,66,2022-06-03T09:15:35.000Z
precipitation,6,2022-06-01T12:42:42.000Z
precipitation,23,2022-06-02T22:33:23.000Z
precipitation,35,2022-06-08T00:22:00.000Z
temperature,56,2022-06-06T19:29:58.000Z
temperature,96,2022-06-08T10:31:08.000Z
temperature,99,2022-06-06T17:15:16.000Z
precipitation,5,2022-06-02T07:19:02.000Z
precipitation,94,2022-06-07T06:18:46.000Z
temperature,97,2022-06-08T20:15:12.000Z
temperature,87,2022-06-09T03:31:48.000Z
precipitation,70,2022-06-08T14:11:03.000Z
temperature,56,2022-06-05T16:58:16.000Z
temperature,17,2022-06-07T17:10:06.000Z
temperature,32,2022-06-02T00:58:05.000Z
temperature,60,2022-06-07T03:19:21.000Z
temperature,28,2022-06-09T13:20:52.000Z
precipitation,66,2022-06-01T10:55:15.000Z
temperature,60,2022-06-04T03:49:51.000Z
temperature,92,2022-06-02T06:49:43.000Z
temperature,92,2022-06-08T01:26:59.000Z
precipitation,37,2022-06-08T05:18:51.000Z
precipitation,25,2022-06-06T08:28:48.000Z
precipitation,7,2022-06-01T02:50:17.000Z
temperature,48,2022-06-06T23:25:54.000Z
precipitation,5,2022-06-04T18:06:18.000Z
temperature,33,2022-06-08T08:14:22.000Z
precipitation,57,2022-06-09T11:47:57.000Z
precipitation,61,2022-06-04T04:50:04.000Z
precipitation,74,2022-06-04T11:17:17.000Z
precipitation,5,2022-06-04T06:28:07.000Z
precipitation,93,2022-06-03T10:34:05.000Z
precipitation,21,2022-06-01T12:08:42.000Z
precipitation,55,2022-06-04T10:49:58.000Z
temperature,97,2022-06-03T04:45:30.000Z
temperature,10,2022-06-04T05:52:19.000Z
temperature,75,2022-06-08T10:50:42.000Z
precipitation,35,2022-06-01T00:38:54.000Z
temperature,86,2022-06-04T21:21:26.000Z
temperature,97,2022-06-08T21:39:59.000Z
precipitation,23,2022-06-03T01:29:37.000Z
temperature,23,2022-06-01T05:30:03.000Z
temperature,92,2022-06-08T20:06:44.000Z
temperature,95,2022-06-03T13:06:56.000Z
precipitation,94,2022-06-02T21:40:14.000Z
temperature,73,2022-06-09T14:34:50.000Z
precipitation,28,2022-06-05T15:18:50.000Z
temperature,97,2022-06-06T10:37:28.000Z
precipitation,24,2022-06-08T21:16:37.000Z
precipitation,55,2022-06-04T14:37:18.000Z
temperature,70,2022-06-08T12:31:49.000Z
temperature,55,2022-06-08T18:54:10.000Z
precipitation,82,2022-06-02T13:26:13.000Z
precipitation,90,2022-06-04T00:18:54.000Z
temperature,96,2022-06-03T20:23:07.000Z
temperature,30,2022-06-06T12:02:14.000Z
temperature,91,2022-06-09T12:30:07.000Z
temperature,10,2022-06-09T07:20:22.000Z
temperature,3,2022-06-03T02:43:00.000Z
temperature,7,2022-06-05T05:50:12.000Z
temperature,84,2022-06-09T08:15:31.000Z
precipitation,80,2022-06-06T22:33:32.000Z
precipitation,43,2022-06-07T06:42:36.000Z
temperature,65,2022-06-03T00:30:47.000Z
temperature,57,2022-06-03T22:23:12.000Z
precipitation,55,2022-06-08T21:18:20.000Z
precipitation,2,2022-06-05T05:31:43.000Z
precipitation,75,2022-06-07T10:43:52.000Z
temperature,51,2022-06-03T01:00:48.000Z
precipitation,4,2022-06-09T04:57:10.000Z
precipitation,89,2022-06-04T22:07:37.000Z
temperature,95,2022-06-05T09:41:47.000Z
temperature,23,2022-06-09T09:57:42.000Z
precipitation,78,2022-06-03T11:09:31.000Z
temperature,34,2022-06-04T22:38:08.000Z
temperature,79,2022-06-09T10:16:47.000Z
precipitation,21,2022-06-09T20:35:09.000Z
precipitation,58,2022-06-04T04:11:11.000Z
temperature,19,2022-06-07T06:31:18.000Z
precipitation,23,2022-06-07T22:27:19.000Z
precipitation,90,2022-06-05T09:44:55.000Z
temperature,9,2022-06-09T00:43:12.000Z
temperature,64,2022-06-07T19:19:04.000Z
temperature,35,2022-06-05T09:57:49.000Z
temperature,64,2022-06-04T21:07:19.000Z
precipitation,47,2022-06-04T21:30:06.000Z
temperature,65,2022-06-06T17:07:33.000Z
temperature,39,2022-06-08T01:05:01.000Z
temperature,20,2022-06-09T08:38:59.000Z
temperature,26,2022-06-06T00:54:52.000Z
precipitation,3,2022-06-06T19:16:37.000Z
temperature,64,2022-06-03T06:03:35.000Z
precipitation,82,2022-06-04T23:54:41.000Z
temperature,36,2022-06-09T13:46:03.000Z
temperature,45,2022-06-04T04:44:47.000Z
temperature,94,2022-06-08T02:31:17.000Z
temperature,52,2022-06-05T19:36:04.000Z
temperature,54,2022-06-07T08:32:30.000Z
temperature,92,2022-06-09T00:54:06.000Z
temperature,61,2022-06-04T12:30:13.000Z
temperature,6,2022-06-09T10:23:08.000Z
temperature,100,2022-06-07T22:46:40.000Z
precipitation,7,2022-06-03T12:34:33.000Z
temperature,65,2022-06-05T21:53:28.000Z
temperature,31,2022-06-02T00:57:04.000Z
temperature,59,2022-06-06T10:57:14.000Z
temperature,37,2022-06-08T13:18:12.000Z
precipitation,46,2022-06-05T21:47:44.000Z
precipitation,93,2022-06-03T21:54:09.000Z
precipitation,85,2022-06-04T14:33:30.000Z
temperature,96,2022-06-04T09:33:35.000Z
temperature,32,2022-06-06T19:40:48.000Z
precipitation,70,2022-06-08T10:57:57.000Z
temperature,51,2022-06-03T09:06:46.000Z
precipitation,30,2022-06-08T16:58:25.000Z
precipitation,40,2022-06-01T08:11:01.000Z
precipitation,74,2022-06-09T16:30:44.000Z
precipitation,52,2022-06-02T02:24:22.000Z
precipitation,84,2022-06-06T11:46:02.000Z
temperature,77,2022-06-09T12:46:50.000Z
temperature,93,2022-06-01T09:43:55.000Z
precipitation,3,2022-06-03T21:37:27.000Z
temperature,11,2022-06-07T17:42:20.000Z
precipitation,7,2022-06-07T06:04:49.000Z
precipitation,15,2022-06-08T18:37:38.000Z
precipitation,61,2022-06-04T17:36:37.000Z
precipitation,16,2022-06-08T08:05:48.000Z
temperature,14,2022-06-07T23:39:49.000Z
precipitation,48,2022-06-05T11:53:08.000Z
precipitation,96,2022-06-07T13:08:57.000Z
precipitation,72,2022-06-02T02:45:06.000Z
temperature,94,2022-06-01T10:42:11.000Z
temperature,78,2022-06-05T21:26:27.000Z
temperature,31,2022-06-09T03:52:08.000Z
precipitation,9,2022-06-06T22:58:41.000Z
precipitation,14,2022-06-09T04:50:25.000Z
temperature,26,2022-06-06T09:56:13.000Z
precipitation,9,2022-06-07T21:04:05.000Z
precipitation,73,2022-06-07T13:33:16.000Z
precipitation,59,2022-06-09T02:03:26.000Z
precipitation,17,2022-06-08T23:33:59.000Z
temperature,74,2022-06-05T12:53:57.000Z
temperature,43,2022-06-08T01:49:51.000Z
temperature,39,2022-06-09T06:52:49.000Z
precipitation,56,2022-06-05T21:38:52.000Z
precipitation,3,2022-06-01T03:06:33.000Z
precipitation,44,2022-06-03T10:58:22.000Z
temperature,32,2022-06-05T11:58:29.000Z
temperature,92,2022-06-03T20:42:02.000Z
temperature,95,2022-06-05T03:42:26.000Z
precipitation,84,2022-06-03T16:27:02.000Z
temperature,68,2022-06-04T17:49:29.000Z
temperature,40,2022-06-02T22:12:34.000Z
precipitation,47,2022-06-02T09:12:21.000Z
precipitation,94,2022-06-04T16:23:01.000Z
precipitation,62,2022-06-08T19:53:02.000Z
temperature,54,2022-06-03T08:48:19.000Z
precipitation,52,2022-06-01T10:00:06.000Z
temperature,19,2022-06-05T19:30:55.000Z
precipitation,55,2022-06-06T23:45:21.000Z
temperature,12,2022-06-01T22:39:37.000Z
temperature,77,2022-06-01T04:48:09.000Z
precipitation,31,2022-06-05T15:22:47.000Z
temperature,2,2022-06-03T04:22:57.000Z
precipitation,8,2022-06-08T11:55:43.000Z
precipitation,63,2022-06-01T08:50:03.000Z
temperature,98,2022-06-05T08:15:59.000Z
precipitation,66,2022-06-04T23:51:13.000Z
temperature,48,2022-06-01T00:02:14.000Z
precipitation,38,2022-06-08T16:11:20.000Z
temperature,69,2022-06-05T06:25:41.000Z
precipitation,19,2022-06-06T21:09:26.000Z
precipitation,39,2022-06-06T03:04:41.000Z
precipitation,79,2022-06-09T17:09:03.000Z
temperature,37,2022-06-01T10:20:19.000Z
precipitation,13,2022-06-02T23:03:16.000Z
temperature,93,2022-06-06T03:05:59.000Z
temperature,88,2022-06-08T20:02:48.000Z
temperature,62,2022-06-07T17:14:35.000Z
precipitation,9,2022-06-08T23:43:54.000Z
temperature,81,2022-06-06T17:35:16.000Z
precipitation,89,2022-06-03T08:40:46.000Z
temperature,2,2022-06-08T04:55:00.000Z
precipitation,16,2022-06-02T03:41:42.000Z
temperature,1,2022-06-05T01:31:17.000Z
temperature,91,2022-06-06T05:17:52.000Z
temperature,28,2022-06-04T07:25:01.000Z
precipitation,34,2022-06-09T18:04:43.000Z
temperature,44,2022-06-02T12:43:42.000Z
temperature,35,2022-06-07T20:09:14.000Z
temperature,71,2022-06-04T15:13:56.000Z
temperature,32,2022-06-04T22:14:31.000Z
temperature,17,2022-06-07T00:51:30.000Z
temperature,24,2022-06-05T18:38:01.000Z
temperature,83,2022-06-06T01:48:26.000Z
temperature,27,2022-06-07T12:43:04.000Z
temperature,60,2022-06-09T12:51:42.000Z
precipitation,7,2022-06-02T11:12:20.000Z
precipitation,83,2022-06-07T13:23:58.000Z
precipitation,69,2022-06-01T11:52:06.000Z
precipitation,93,2022-06-08T11:14:34.000Z
precipitation,5,2022-06-01T17:28:31.000Z
temperature,55,2022-06-08T07:59:39.000Z
temperature,98,2022-06-05T16:21:07.000Z
temperature,13,2022-06-01T08:03:17.000Z
temperature,51,2022-06-08T23:40:17.000Z
temperature,30,2022-06-02T14:50:00.000Z
precipitation,84,2022-06-03T19:14:15.000Z
temperature,40,2022-06-04T08:17:24.000Z
temperature,25,2022-06-08T15:11:57.000Z
temperature,100,2022-06-05T01:28:19.000Z
precipitation,83,2022-06-07T11:42:56.000Z
precipitation,62,2022-06-04T14:09:03.000Z
precipitation,48,2022-06-08T18:01:11.000Z
precipitation,57,2022-06-08T14:43:46.000Z
precipitation,46,2022-06-05T08:57:50.000Z
precipitation,50,2022-06-04T16:10:24.000Z
temperature,51,2022-06-07T14:44:21.000Z
precipitation,29,2022-06-06T09:15:27.000Z
precipitation,50,2022-06-04T22:36:52.000Z
temperature,65,2022-06-05T19:50:41.000Z
precipitation,13,2022-06-02T13:57:17.000Z
precipitation,75,2022-06-01T05:53:42.000Z
precipitation,41,2022-06-02T09:13:53.000Z
precipitation,13,2022-06-07T07:50:17.000Z
precipitation,43,2022-06-06T12:45:42.000Z
precipitation,22,2022-06-01T20:37:42.000Z
temperature,47,2022-06-02T21:06:31.000Z
precipitation,49,2022-06-09T18:03:39.000Z
precipitation,44,2022-06-07T08:07:27.000Z
precipitation,20,2022-06-06T19:15:53.000Z
temperature,28,2022-06-06T12:36:43.000Z
temperature,34,2022-06-01T14:18:59.000Z
temperature,66,2022-06-06T02:16:53.000Z
temperature,58,2022-06-04T01:17:29.000Z
temperature,43,2022-06-09T06:14:58.000Z
temperature,68,2022-06-03T03:35:18.000Z
precipitation,67,2022-06-04T01:24:25.000Z
precipitation,29,2022-06-09T12:44:08.000Z
precipitation,70,2022-06-04T03:53:08.000Z
precipitation,73,2022-06-05T11:36:29.000Z
temperature,16,2022-06-09T22:50:46.000Z
precipitation,2,2022-06-06T20:52:02.000Z
temperature,56,2022-06-07T20:48:34.000Z
temperature,51,2022-06-09T04:55:17.000Z
temperature,7,2022-06-03T23:47:04.000Z
precipitation,33,2022-06-04T22:51:54.000Z
temperature,88,2022-06-02T06:21:15.000Z
temperature,69,2022-06-03T17:52:14.000Z
precipitation,91,2022-06-04T12:17:20.000Z
temperature,93,2022-06-05T03:12:07.000Z
temperature,67,2022-06-01T21:24:52.000Z
temperature,97,2022-06-01T19:12:39.000Z
temperature,47,2022-06-04T13:15:24.000Z
precipitation,4,2022-06-06T05:36:03.000Z
precipitation,38,2022-06-01T13:16:13.000Z
temperature,70,2022-06-06T02:42:03.000Z
temperature,16,2022-06-04T12:34:37.000Z
temperature,75,2022-06-07T22:16:39.000Z
temperature,90,2022-06-09T09:20:08.000Z
precipitation,33,2022-06-09T14:31:14.000Z
temperature,40,2022-06-01T11:16:25.000Z
precipitation,4,2022-06-05T22:19:25.000Z
precipitation,25,2022-06-04T23:24:44.000Z
precipitation,18,2022-06-06T04:31:10.000Z
precipitation,84,2022-06-07T01:58:15.000Z
temperature,46,2022-06-02T07:41:15.000Z
precipitation,71,2022-06-06T06:51:43.000Z
precipitation,99,2022-06-06T23:25:44.000Z
precipitation,65,2022-06-08T20:06:10.000Z
temperature,35,2022-06-09T07:52:00.000Z
temperature,85,2022-06-09T03:56:41.000Z
temperature,89,2022-06-08T05:02:38.000Z
precipitation,83,2022-06-05T19:48:29.000Z
precipitation,64,2022-06-04T01:56:05.000Z
temperature,14,2022-06-05T16:10:53.000Z
precipitation,32,2022-06-03T16:21:40.000Z
precipitation,19,2022-06-06T13:35:09.000Z
precipitation,4,2022-06-07T21:56:42.000Z
temperature,56,2022-06-04T17:20:10.000Z
temperature,97,2022-06-04T00:39:56.000Z
temperature,83,2022-06-04T19:23:24.000Z
temperature,60,2022-06-05T07:22:58.000Z
temperature,85,2022-06-03T14:14:32.000Z
temperature,80,2022-06-05T12:32:28.000Z
precipitation,8,2022-06-02T15:41:54.000Z
temperature,30,2022-06-09T04:37:25.000Z
precipitation,3,2022-06-05T16:40:54.000Z
temperature,55,2022-06-07T05:27:15.000Z
precipitation,40,2022-06-06T17:41:27.000Z
precipitation,53,2022-06-05T13:47:38.000Z
precipitation,46,2022-06-06T15:31:35.000Z
temperature,70,2022-06-06T09:40:47.000Z
temperature,91,2022-06-01T23:22:37.000Z
precipitation,3,2022-06-02T12:08:23.000Z
temperature,6,2022-06-08T20:47:48.000Z
temperature,73,2022-06-03T12:46:30.000Z
temperature,97,2022-06-05T07:11:45.000Z
temperature,23,2022-06-09T14:16:29.000Z
precipitation,65,2022-06-07T21:47:32.000Z
temperature,44,2022-06-05T20:15:35.000Z
precipitation,36,2022-06-02T17:35:36.000Z
temperature,87,2022-06-04T07:14:52.000Z
temperature,63,2022-06-02T21:19:45.000Z
temperature,83,2022-06-07T22:13:24.000Z
precipitation,59,2022-06-05T08:47:26.000Z
temperature,35,2022-06-02T10:35:35.000Z
precipitation,21,2022-06-05T07:24:28.000Z
precipitation,64,2022-06-01T15:48:06.000Z
temperature,63,2022-06-03T12:43:30.000Z
precipitation,75,2022-06-02T13:50:04.000Z
temperature,72,2022-06-03T00:46:00.000Z
precipitation,78,2022-06-04T10:44:06.000Z
temperature,11,2022-06-06T20:49:43.000Z
precipitation,62,2022-06-07T09:17:00.000Z
precipitation,40,2022-06-09T22:28:43.000Z
temperature,9,2022-06-09T14:25:16.000Z
precipitation,85,2022-06-08T19:22:52.000Z
temperature,40,2022-06-03T13:38:50.000Z
temperature,81,2022-06-09T16:02:47.000Z
temperature,45,2022-06-03T20:06:22.000Z
precipitation,20,2022-06-01T21:10:27.000Z
precipitation,82,2022-06-01T21:03:39.000Z
precipitation,85,2022-06-09T21:25:05.000Z
precipitation,49,2022-06-02T10:09:34.000Z
precipitation,71,2022-06-07T03:21:11.000Z
precipitation,22,2022-06-02T03:03:29.000Z
temperature,30,2022-06-06T09:22:57.000Z
precipitation,75,2022-06-06T03:07:36.000Z
temperature,87,2022-06-06T17:51:11.000Z
precipitation,25,2022-06-06T06:19:56.000Z
precipitation,91,2022-06-07T04:45:36.000Z
precipitation,1,2022-06-06T23:33:51.000Z
precipitation,25,2022-06-03T18:15:19.000Z
temperature,74,2022-06-01T02:38:47.000Z
temperature,71,2022-06-01T05:26:15.000Z
precipitation,51,2022-06-03T09:48:11.000Z
temperature,45,2022-06-01T12:22:31.000Z
precipitation,73,2022-06-06T01:21:56.000Z
temperature,51,2022-06-09T20:23:08.000Z
precipitation,61,2022-06-08T04:06:17.000Z
precipitation,47,2022-06-02T02:52:36.000Z
precipitation,57,2022-06-07T18:21:17.000Z
temperature,30,2022-06-08T12:42:39.000Z
precipitation,81,2022-06-06T09:20:56.000Z
temperature,75,2022-06-09T18:18:51.000Z
precipitation,15,2022-06-08T17:41:03.000Z
temperature,55,2022-06-06T07:39:53.000Z
temperature,53,2022-06-06T18:14:43.000Z
precipitation,29,2022-06-08T07:43:16.000Z
precipitation,18,2022-06-07T22:09:48.000Z
temperature,30,2022-06-05T10:36:46.000Z
temperature,23,2022-06-06T08:46:48.000Z
temperature,14,2022-06-07T23:38:04.000Z
precipitation,1,2022-06-09T12:53:40.000Z
precipitation,27,2022-06-08T14:11:13.000Z
temperature,78,2022-06-09T11:42:04.000Z
precipitation,11,2022-06-04T20:37:39.000Z
temperature,57,2022-06-09T01:14:48.000Z
temperature,97,2022-06-09T18:08:30.000Z
precipitation,1,2022-06-07T20:24:00.000Z
precipitation,79,2022-06-08T02:58:36.000Z
temperature,56,2022-06-08T03:35:32.000Z
precipitation,35,2022-06-08T07:54:05.000Z
temperature,67,2022-06-09T00:38:20.000Z
temperature,83,2022-06-09T20:28:28.000Z
temperature,39,2022-06-01T14:39:59.000Z
temperature,22,2022-06-07T13:04:57.000Z
precipitation,2,2022-06-08T22:18:55.000Z
temperature,51,2022-06-01T01:30:58.000Z
precipitation,87,2022-06-05T21:58:01.000Z
precipitation,14,2022-06-06T02:38:48.000Z
precipitation,97,2022-06-09T04:42:32.000Z
temperature,72,2022-06-07T09:46:06.000Z
temperature,11,2022-06-09T03:56:57.000Z
temperature,6,2022-06-08T09:15:08.000Z
precipitation,29,2022-06-02T13:21:01.000Z
precipitation,51,2022-06-01T10:47:01.000Z
temperature,95,2022-06-07T19:47:06.000Z
precipitation,54,2022-06-01T10:08:00.000Z
temperature,88,2022-06-05T16:11:58.000Z
precipitation,8,2022-06-04T13:48:24.000Z
temperature,45,2022-06-05T05:43:36.000Z
temperature,44,2022-06-05T06:08:06.000Z
temperature,37,2022-06-05T19:59:56.000Z
precipitation,79,2022-06-05T20:10:05.000Z
temperature,1,2022-06-04T03:22:27.000Z
precipitation,5,2022-06-01T04:24:20.000Z
temperature,44,2022-06-07T15:48:19.000Z
precipitation,56,2022-06-04T23:16:30.000Z
temperature,47,2022-06-04T14:17:44.000Z
precipitation,71,2022-06-01T03:43:35.000Z
precipitation,82,2022-06-01T19:12:57.000Z
temperature,85,2022-06-04T15:00:54.000Z
temperature,76,2022-06-04T04:27:12.000Z
temperature,25,2022-06-02T22:45:59.000Z
temperature,86,2022-06-01T19:15:39.000Z
precipitation,79,2022-06-08T04:23:46.000Z
precipitation,63,2022-06-07T09:24:15.000Z
temperature,42,2022-06-05T22:34:10.000Z
precipitation,98,2022-06-07T20:36:11.000Z
temperature,62,2022-06-09T13:30:52.000Z
temperature,17,2022-06-07T02:40:18.000Z
temperature,94,2022-06-02T09:48:44.000Z
temperature,45,2022-06-05T04:45:04.000Z
temperature,82,2022-06-05T08:21:16.000Z
temperature,32,2022-06-06T01:27:40.000Z
precipitation,50,2022-06-05T19:43:08.000Z
temperature,42,2022-06-07T15:28:33.000Z
precipitation,78,2022-06-02T20:12:48.000Z
precipitation,50,2022-06-03T22:41:42.000Z
temperature,99,2022-06-03T12:13:29.000Z
precipitation,2,2022-06-07T21:54:31.000Z
temperature,87,2022-06-03T13:52:20.000Z
precipitation,21,2022-06-05T20:29:46.000Z
precipitation,10,2022-06-07T18:38:35.000Z
precipitation,23,2022-06-04T13:55:51.000Z
temperature,95,2022-06-05T14:30:43.000Z
temperature,48,2022-06-07T04:22:28.000Z
temperature,83,2022-06-06T08:37:10.000Z
temperature,28,2022-06-05T12:48:33.000Z
precipitation,84,2022-06-03T05:22:43.000Z
temperature,56,2022-06-04T16:56:29.000Z
precipitation,21,2022-06-09T11:17:12.000Z
precipitation,70,2022-06-05T13:51:28.000Z
precipitation,61,2022-06-01T12:20:07.000Z
temperature,50,2022-06-04T20:17:32.000Z
precipitation,42,2022-06-04T00:37:15.000Z
